UID:495670678712935538,﻿Name:BitFiSwap s.r.o.,﻿Account Type:Main,﻿Account Name:bitfiswap@gmail.com
﻿id,Time,Type,Amount,Before Balance,After Balance,Fee,Symbol
﻿4148105529,2024-02-28 23:40:43,Place an order,-107.29,5799.57319421,5692.28319421,0.0,USDT
﻿4148093402,2024-02-28 23:38:22,Cancel an order,53.64,5745.93319421,5799.57319421,0.0,USDT
﻿4148057695,2024-02-28 23:32:07,Cancel an order,16.09,5729.84319421,5745.93319421,0.0,USDT
﻿4148043323,2024-02-28 23:29:41,Place an order,-107.29,5837.13319421,5729.84319421,0.0,USDT
﻿4148032765,2024-02-28 23:27:50,Place an order,-53.64,5890.77319421,5837.13319421,0.0,USDT
﻿4148031301,2024-02-28 23:27:34,Place an order,-16.09,5906.86319421,5890.77319421,0.0,USDT
﻿4148010639,2024-02-28 23:23:55,Place an order,-16.09,5922.95319421,5906.86319421,0.0,USDT
﻿4147950201,2024-02-28 23:15:07,Cancel an order,214.59,5708.36319421,5922.95319421,0.0,USDT
﻿4147937359,2024-02-28 23:13:27,Place an order,-214.59,5922.95319421,5708.36319421,0.0,USDT
﻿4147929374,2024-02-28 23:12:17,Place an order,-107.29,6030.24319421,5922.95319421,0.0,USDT
﻿4147911849,2024-02-28 23:09:55,Cancel an order,26.82,6003.42319421,6030.24319421,0.0,USDT
﻿4147776986,2024-02-28 23:05:01,Place an order,-26.82,6030.24319421,6003.42319421,0.0,USDT
﻿4147753274,2024-02-28 23:01:50,Cancel an order,107.29,5922.95319421,6030.24319421,0.0,USDT
﻿4147739958,2024-02-28 23:00:08,Place an order,-160.94,6083.89319421,5922.95319421,0.0,USDT
﻿4147738315,2024-02-28 22:59:59,Place an order,-107.18,6191.07319421,6083.89319421,0.0,USDT
﻿4147610698,2024-02-28 22:46:48,Cancel an order,52.51,6138.56319421,6191.07319421,0.0,USDT
﻿4147610176,2024-02-28 22:46:46,Place an order,-107.29,6245.85319421,6138.56319421,0.0,USDT
﻿4147541061,2024-02-28 22:38:24,Place an order,-165.23,6411.08319421,6245.85319421,0.0,USDT
﻿4147530012,2024-02-28 22:36:56,Cancel an order,75.1,6335.98319421,6411.08319421,0.0,USDT
﻿4147516640,2024-02-28 22:35:12,Cancel an order,107.29,6228.69319421,6335.98319421,0.0,USDT
﻿4147511346,2024-02-28 22:34:30,Cancel an order,165.05,6063.64319421,6228.69319421,0.0,USDT
﻿4147501826,2024-02-28 22:33:15,Place an order,-75.1,6138.74319421,6063.64319421,0.0,USDT
﻿4147490744,2024-02-28 22:31:48,Place an order,-52.51,6191.25319421,6138.74319421,0.0,USDT
﻿4147446138,2024-02-28 22:26:02,Cancel an order,209.0,5982.25319421,6191.25319421,0.0,USDT
﻿4147397996,2024-02-28 22:20:10,Place an order,-107.29,6089.54319421,5982.25319421,0.0,USDT
﻿4147392255,2024-02-28 22:19:27,Place an order,-165.05,6254.59319421,6089.54319421,0.0,USDT
﻿4147355527,2024-02-28 22:14:31,Cancel an order,107.18,6147.41319421,6254.59319421,0.0,USDT
﻿4147328423,2024-02-28 22:11:01,Place an order,-209.0,6356.41319421,6147.41319421,0.0,USDT
﻿4147191531,2024-02-28 22:06:04,Cancel an order,21.43,6334.98319421,6356.41319421,0.0,USDT
﻿4147139721,2024-02-28 21:59:27,Place an order,-107.18,6442.16319421,6334.98319421,0.0,USDT
﻿4147103560,2024-02-28 21:54:50,Cancel an order,53.59,6388.57319421,6442.16319421,0.0,USDT
﻿4147092087,2024-02-28 21:53:06,Cancel an order,16.07,6372.50319421,6388.57319421,0.0,USDT
﻿4147082010,2024-02-28 21:51:29,Cancel an order,10.71,6361.79319421,6372.50319421,0.0,USDT
﻿4147079223,2024-02-28 21:51:02,Place an order,-21.43,6383.22319421,6361.79319421,0.0,USDT
﻿4146999708,2024-02-28 21:43:40,Cancel an order,107.18,6276.04319421,6383.22319421,0.0,USDT
﻿4146994054,2024-02-28 21:42:54,Place an order,-107.18,6383.22319421,6276.04319421,0.0,USDT
﻿4146987108,2024-02-28 21:41:52,Cancel an order,42.87,6340.35319421,6383.22319421,0.0,USDT
﻿4146973424,2024-02-28 21:39:49,Place an order,-53.59,6393.94319421,6340.35319421,0.0,USDT
﻿4146971589,2024-02-28 21:39:32,Place an order,-42.87,6436.81319421,6393.94319421,0.0,USDT
﻿4146961626,2024-02-28 21:38:05,Place an order,-16.07,6452.88319421,6436.81319421,0.0,USDT
﻿4146951133,2024-02-28 21:36:27,Place an order,-10.71,6463.59319421,6452.88319421,0.0,USDT
﻿4146932644,2024-02-28 21:33:40,Place an order,-107.18,6570.77319421,6463.59319421,0.0,USDT
﻿4146849949,2024-02-28 21:22:14,Cancel an order,53.59,6517.18319421,6570.77319421,0.0,USDT
﻿4146756689,2024-02-28 21:09:58,Cancel an order,53.59,6463.59319421,6517.18319421,0.0,USDT
﻿4146734411,2024-02-28 21:08:41,Cancel an order,107.18,6356.41319421,6463.59319421,0.0,USDT
﻿4146712330,2024-02-28 21:07:57,Cancel an order,32.15,6324.26319421,6356.41319421,0.0,USDT
﻿4146688158,2024-02-28 21:07:14,Place an order,-53.59,6377.85319421,6324.26319421,0.0,USDT
﻿4146626423,2024-02-28 21:05:46,Cancel an order,16.07,6361.78319421,6377.85319421,0.0,USDT
﻿4146611776,2024-02-28 21:03:47,Cancel an order,100.0,6261.78319421,6361.78319421,0.0,USDT
﻿4146594115,2024-02-28 21:01:27,Place an order,-100.0,6361.78319421,6261.78319421,0.0,USDT
﻿4146593553,2024-02-28 21:01:24,Cancel an order,107.18,6254.60319421,6361.78319421,0.0,USDT
﻿4146586211,2024-02-28 21:00:43,Cancel an order,53.59,6201.01319421,6254.60319421,0.0,USDT
﻿4146580353,2024-02-28 21:00:11,Cancel an order,42.87,6158.14319421,6201.01319421,0.0,USDT
﻿4146542970,2024-02-28 20:56:59,Cancel an order,53.59,6104.55319421,6158.14319421,0.0,USDT
﻿4146524447,2024-02-28 20:55:26,Place an order,-53.59,6158.14319421,6104.55319421,0.0,USDT
﻿4146518624,2024-02-28 20:54:55,Place an order,-53.59,6211.73319421,6158.14319421,0.0,USDT
﻿4146504248,2024-02-28 20:53:39,Place an order,-107.18,6318.91319421,6211.73319421,0.0,USDT
﻿4146497651,2024-02-28 20:52:55,Place an order,-32.15,6351.06319421,6318.91319421,0.0,USDT
﻿4146482797,2024-02-28 20:50:43,Place an order,-16.07,6367.13319421,6351.06319421,0.0,USDT
﻿4146480415,2024-02-28 20:50:25,Cancel an order,107.18,6259.95319421,6367.13319421,0.0,USDT
﻿4146473421,2024-02-28 20:49:29,Cancel an order,26.79,6233.16319421,6259.95319421,0.0,USDT
﻿4146465909,2024-02-28 20:48:24,Place an order,-107.18,6340.34319421,6233.16319421,0.0,USDT
﻿4146460207,2024-02-28 20:47:39,Place an order,-26.79,6367.13319421,6340.34319421,0.0,USDT
﻿4146450500,2024-02-28 20:46:23,Place an order,-107.18,6474.31319421,6367.13319421,0.0,USDT
﻿4146445606,2024-02-28 20:45:42,Place an order,-53.59,6527.90319421,6474.31319421,0.0,USDT
﻿4146441669,2024-02-28 20:45:08,Place an order,-42.87,6570.77319421,6527.90319421,0.0,USDT
﻿4145961526,2024-02-28 19:59:16,Simple Earn redemption,6570.77319421,0.0,6570.77319421,0.0,USDT
﻿4139668618,2024-02-28 03:54:42,Simple Earn subscription,-6568.59950164,6568.59950164,0.0,0.0,USDT
﻿4137829246,2024-02-27 22:43:31,From unified trading account,6568.59950164,0.0,6568.59950164,0.0,USDT
﻿4137827694,2024-02-27 22:43:04,To unified trading account,-6568.59950164,6568.59950164,0.0,0.0,USDT
﻿4137826883,2024-02-27 22:42:48,From unified trading account,6568.59950164,0.0,6568.59950164,0.0,USDT
﻿4137821458,2024-02-27 22:40:45,To unified trading account,-6568.59950164,6568.59950164,0.0,0.0,USDT
﻿4137820710,2024-02-27 22:40:25,From unified trading account,6568.59950164,0.0,6568.59950164,0.0,USDT
﻿4137820188,2024-02-27 22:40:11,To unified trading account,-6568.59950164,6568.59950164,0.0,0.0,USDT
﻿4137819442,2024-02-27 22:39:54,Simple Earn redemption,6568.59950164,0.0,6568.59950164,0.0,USDT
﻿4132634962,2024-02-27 06:05:31,Transferred by customer service,-160.59,160.59,0.0,0.0,USDT
﻿4132634961,2024-02-27 06:05:31,Unfrozen by customer service,160.59,0.0,160.59,0.0,USDT
﻿4132324709,2024-02-27 04:23:38,Simple Earn subscription,-6564.44546248,6564.44546248,0.0,0.0,USDT
﻿4132316960,2024-02-27 04:19:08,Cancel an order,117.2,6447.24546248,6564.44546248,0.0,USDT
﻿4132306234,2024-02-27 04:14:53,Place an order,-117.2,6564.44546248,6447.24546248,0.0,USDT
﻿4132137929,2024-02-27 03:47:49,Cancel an order,139.63,6424.81546248,6564.44546248,0.0,USDT
﻿4132125547,2024-02-27 03:41:45,Place an order,-161.11,6585.92546248,6424.81546248,0.0,USDT
﻿4132124127,2024-02-27 03:41:21,Cancel an order,268.52,6317.40546248,6585.92546248,0.0,USDT
﻿4132112606,2024-02-27 03:39:45,Place an order,-268.52,6585.92546248,6317.40546248,0.0,USDT
﻿4132089310,2024-02-27 03:32:48,Place an order,-139.63,6725.55546248,6585.92546248,0.0,USDT
﻿4131852973,2024-02-27 02:36:35,Place an order,-397.42,7122.97546248,6725.55546248,0.0,USDT
﻿4131845971,2024-02-27 02:33:21,Cancel an order,107.41,7015.56546248,7122.97546248,0.0,USDT
﻿4131842515,2024-02-27 02:31:33,Cancel an order,161.29,6854.27546248,7015.56546248,0.0,USDT
﻿4131817001,2024-02-27 02:18:18,Place an order,-107.41,6961.68546248,6854.27546248,0.0,USDT
﻿4131813765,2024-02-27 02:16:32,Place an order,-161.29,7122.97546248,6961.68546248,0.0,USDT
﻿4131665155,2024-02-27 01:54:08,Cancel an order,215.05,6907.92546248,7122.97546248,0.0,USDT
﻿4131656560,2024-02-27 01:50:18,Place an order,-215.05,7122.97546248,6907.92546248,0.0,USDT
﻿4131649973,2024-02-27 01:49:26,Cancel an order,107.52,7015.45546248,7122.97546248,0.0,USDT
﻿4131648077,2024-02-27 01:49:09,Place an order,-107.52,7122.97546248,7015.45546248,0.0,USDT
﻿4131574123,2024-02-27 01:27:56,Cancel an order,107.52,7015.45546248,7122.97546248,0.0,USDT
﻿4131538599,2024-02-27 01:12:52,Place an order,-107.52,7122.97546248,7015.45546248,0.0,USDT
﻿4131359028,2024-02-27 00:56:49,Cancel an order,407.95,6715.02546248,7122.97546248,0.0,USDT
﻿4131357036,2024-02-27 00:56:06,Cancel an order,107.52,6607.50546248,6715.02546248,0.0,USDT
﻿4131354896,2024-02-27 00:55:21,Place an order,-107.52,6715.02546248,6607.50546248,0.0,USDT
﻿4131317905,2024-02-27 00:41:48,Place an order,-407.95,7122.97546248,6715.02546248,0.0,USDT
﻿4131317533,2024-02-27 00:41:41,Cancel an order,322.58,6800.39546248,7122.97546248,0.0,USDT
﻿4131283290,2024-02-27 00:29:34,Frozen by customer service,-160.59,6960.98546248,6800.39546248,0.0,USDT
﻿4131274349,2024-02-27 00:26:38,Place an order,-322.58,7283.56546248,6960.98546248,0.0,USDT
﻿4131250259,2024-02-27 00:19:57,Cancel an order,107.52,7176.04546248,7283.56546248,0.0,USDT
﻿4131225093,2024-02-27 00:13:32,Cancel an order,322.58,6853.46546248,7176.04546248,0.0,USDT
﻿4131214281,2024-02-27 00:11:12,Place an order,-107.52,6960.98546248,6853.46546248,0.0,USDT
﻿4131086580,2024-02-27 00:04:56,Cancel an order,161.29,6799.69546248,6960.98546248,0.0,USDT
﻿4131060393,2024-02-26 23:58:38,Cancel an order,161.29,6638.40546248,6799.69546248,0.0,USDT
﻿4131060075,2024-02-26 23:58:31,Place an order,-322.58,6960.98546248,6638.40546248,0.0,USDT
﻿4131031769,2024-02-26 23:49:56,Place an order,-161.29,7122.27546248,6960.98546248,0.0,USDT
﻿4131022137,2024-02-26 23:46:56,Cancel an order,107.52,7014.75546248,7122.27546248,0.0,USDT
﻿4131020078,2024-02-26 23:46:19,Place an order,-107.52,7122.27546248,7014.75546248,0.0,USDT
﻿4131019400,2024-02-26 23:46:06,Cancel an order,268.81,6853.46546248,7122.27546248,0.0,USDT
﻿4131017673,2024-02-26 23:45:32,Cancel an order,53.76,6799.70546248,6853.46546248,0.0,USDT
﻿4131011473,2024-02-26 23:43:36,Place an order,-161.29,6960.99546248,6799.70546248,0.0,USDT
﻿4130979560,2024-02-26 23:38:44,Place an order,-107.52,7068.51546248,6960.99546248,0.0,USDT
﻿4130937553,2024-02-26 23:31:06,Place an order,-268.81,7337.32546248,7068.51546248,0.0,USDT
﻿4130935273,2024-02-26 23:30:30,Place an order,-53.76,7391.08546248,7337.32546248,0.0,USDT
﻿4130898159,2024-02-26 23:20:05,Place an order,-215.05,7606.13546248,7391.08546248,0.0,USDT
﻿4130717589,2024-02-26 22:55:40,Cancel an order,53.64,7552.49546248,7606.13546248,0.0,USDT
﻿4130698363,2024-02-26 22:49:17,Simple Earn redemption,7552.49546248,0.0,7552.49546248,0.0,USDT
﻿4125680055,2024-02-26 04:32:13,Simple Earn subscription,-7548.79289934,7548.79289934,0.0,0.0,USDT
﻿4125080785,2024-02-26 01:55:52,Place an order,-246.3,7795.09289934,7548.79289934,0.0,USDT
﻿4124431950,2024-02-25 23:26:22,Simple Earn redemption,7795.09289934,0.0,7795.09289934,0.0,USDT
﻿4119912294,2024-02-25 05:51:16,Simple Earn subscription,-7790.74317272,7790.74317272,0.0,0.0,USDT
﻿4119912293,2024-02-25 05:51:16,From unified trading account,519.853087,7270.89008572,7790.74317272,0.0,USDT
﻿4119685118,2024-02-25 04:27:41,Place an order,-12.31,7283.20008572,7270.89008572,0.0,USDT
﻿4119527117,2024-02-25 03:51:11,Place an order,-10.83,7294.03008572,7283.20008572,0.0,USDT
﻿4119231914,2024-02-25 02:13:32,Deposit,519.853087,7294.03008572,7813.88317272,0.0,USDT
﻿4119231922,2024-02-25 02:13:32,To unified trading account,-519.853087,7813.88317272,7294.03008572,0.0,USDT
﻿4118623644,2024-02-25 00:03:26,Cancel an order,104.0,7190.03008572,7294.03008572,0.0,USDT
﻿4118612171,2024-02-25 00:00:02,Place an order,-104.0,7294.03008572,7190.03008572,0.0,USDT
﻿4118338060,2024-02-24 22:50:51,Cancel an order,49.13,7244.90008572,7294.03008572,0.0,USDT
﻿4118327503,2024-02-24 22:46:38,Place an order,-49.13,7294.03008572,7244.90008572,0.0,USDT
﻿4116819242,2024-02-24 17:01:32,Simple Earn redemption,7294.03008572,0.0,7294.03008572,0.0,USDT
﻿4114107121,2024-02-24 05:48:13,Simple Earn subscription,-7293.46915845,7293.46915845,0.0,0.0,USDT
﻿4113667605,2024-02-24 03:22:55,Place an order,-32.17,7325.63915845,7293.46915845,0.0,USDT
﻿4113514328,2024-02-24 02:46:41,Cancel an order,32.09,7293.54915845,7325.63915845,0.0,USDT
﻿4113470053,2024-02-24 02:31:39,Place an order,-32.09,7325.63915845,7293.54915845,0.0,USDT
﻿4113466045,2024-02-24 02:29:06,Place an order,-2098.76,9424.39915845,7325.63915845,0.0,USDT
﻿4113314823,2024-02-24 01:58:48,Cancel an order,31.78,9392.61915845,9424.39915845,0.0,USDT
﻿4113260053,2024-02-24 01:43:48,Place an order,-31.78,9424.39915845,9392.61915845,0.0,USDT
﻿4112789914,2024-02-24 00:04:14,Cancel an order,5364.8,4059.59915845,9424.39915845,0.0,USDT
﻿4112732289,2024-02-23 23:49:11,Place an order,-5364.8,9424.39915845,4059.59915845,0.0,USDT
﻿4112430788,2024-02-23 22:53:34,Simple Earn redemption,9424.39915845,0.0,9424.39915845,0.0,USDT
﻿4112388391,2024-02-23 22:41:18,Simple Earn subscription,-7734.39915845,7734.39915845,0.0,0.0,USDT
﻿4112385450,2024-02-23 22:40:29,Simple Earn subscription,-1690.0,9424.39915845,7734.39915845,0.0,USDT
﻿4111342894,2024-02-23 19:03:20,Unfrozen by customer service,268.24,9424.39915845,9692.63915845,0.0,USDT
﻿4111342896,2024-02-23 19:03:20,Transferred by customer service,-268.24,9692.63915845,9424.39915845,0.0,USDT
﻿4111197016,2024-02-23 18:12:13,Frozen by customer service,-268.24,9692.63915845,9424.39915845,0.0,USDT
﻿4107283265,2024-02-23 02:32:24,Cancel an order,107.06,9585.57915845,9692.63915845,0.0,USDT
﻿4107277411,2024-02-23 02:28:45,Place an order,-107.06,9692.63915845,9585.57915845,0.0,USDT
